T_real,T_AI,k,beta,test_error
100,1069.7657836811518,1000,1.5,0.12653023911092998
100,1122.5590746637126,1000,1.5,0.1251439718709897
100,1177.9577318070592,1000,1.5,0.123772599179678
100,1236.0903307825577,1000,1.5,0.12241626996918731
100,1297.0917925129716,1000,1.5,0.12107511256236395
100,1361.1036963126903,1000,1.5,0.11974923561300274
100,1428.2746084815285,1000,1.5,0.11843872903651351
100,1498.7604271147418,1000,1.5,0.11714366492768596
100,1572.724743929531,1000,1.5,0.11586409846269344
100,1650.3392239477969,1000,1.5,0.11460006878286483
100,1731.7840039163607,1000,1.5,0.11335159985811613
100,1817.2481103893613,1000,1.5,0.11211870132826969
100,1906.9298984431537,1000,1.5,0.11090136932079948
100,2001.037512041927,1000,1.5,0.10969958724382528
100,2099.7893671225115,1000,1.5,0.10851332655343844
100,2203.4146585195904,1000,1.5,0.10734254749467725
100,2312.153891907834,1000,1.5,0.10618719981568295
100,2426.2594419955467,1000,1.5,0.10504722345475813
100,2545.9961382653482,1000,1.5,0.10392254920021907
100,2671.6418796213625,1000,1.5,0.10281309932308434
100,2803.488279369443,1000,1.5,0.10171878818277437
100,2941.841342027374,1000,1.5,0.1006395228061126
100,3087.0221735358805,1000,1.5,0.09957520344001841
100,3239.367726518784,1000,1.5,0.09852572407836778
100,3399.2315823220006,1000,1.5,0.09749097296357026
100,3566.984771646407,1000,1.5,0.09647083306347129
100,3743.0166356791974,1000,1.5,0.09546518252423855
100,3927.735729722376,1000,1.5,0.09447389509993054
100,4121.570771415609,1000,1.5,0.09349684055947685
100,4324.971635754167,1000,1.5,0.09253388507182286
100,4538.410399211334,1000,1.5,0.09158489157000702
100,4762.382435388603,1000,1.5,0.09064972009494895
100,4997.40756473658,1000,1.5,0.08972822811973116
100,5244.031261014965,1000,1.5,0.0888202708551565
100,5502.825917291731,1000,1.5,0.0879257015373584
100,5774.392174419788,1000,1.5,0.08704437169823362
100,6059.360315074416,1000,1.5,0.08617613141945475
100,6358.391726586874,1000,1.5,0.08532082957080703
100,6672.180435969319,1000,1.5,0.08447831403357686
100,7001.454720693739,1000,1.5,0.08364843190970198
100,7346.978798963352,1000,1.5,0.08283102971737416
100,7709.554603399424,1000,1.5,0.08202595357376427
100,8090.023642260101,1000,1.5,0.08123304936551862
100,8489.268952511045,1000,1.5,0.08045216290765331
100,8908.217149280728,1000,1.5,0.07968314009145094
100,9347.840576456998,1000,1.5,0.07892582702194162
100,9809.159563416273,1000,1.5,0.07818007014552703
100,10293.244793123098,1000,1.5,0.0774457163682843
100,10801.219787096203,1000,1.5,0.07672261316546337
100,11334.26351300837,1000,1.5,0.0760106086826699
100,11893.613120972308,1000,1.5,0.07530955182920351
100,12480.56681486296,1000,1.5,0.07461929236400036
100,13096.48686534078,1000,1.5,0.07393968097460735
100,13742.80277156845,1000,1.5,0.07327056934959614
100,14421.014578959353,1000,1.5,0.07261181024480448
100,15132.696360658267,1000,1.5,0.07196325754377343
100,15879.499870833977,1000,1.5,0.07132476631273116
100,16663.15837826323,1000,1.5,0.07069619285045572
100,17485.490689103306,1000,1.5,0.070077394733332
100,18348.405368189557,1000,1.5,0.06946823085590198
100,19253.9051686557,1000,1.5,0.06886856146719131
100,20204.091680157042,1000,1.5,0.06827824820308004
100,21201.170206484974,1000,1.5,0.06769715411497135
100,22247.454883893708,1000,1.5,0.06712514369499722
100,23345.374052017745,1000,1.5,0.06656208289798812
100,24497.47588984603,1000,1.5,0.0660078391604199
100,25706.434329833315,1000,1.5,0.06546228141653981
100,26975.055263874565,1000,1.5,0.0649252801118621
100,28306.28305554678,1000,1.5,0.06439670721421199
100,29703.207373731602,1000,1.5,0.06387643622248765
100,31169.07036347938,1000,1.5,0.0633643421732992
100,32707.274170758283,1000,1.5,0.06286030164563414
100,34321.38883855163,1000,1.5,0.06236419276369104
100,36015.16059263056,1000,1.5,0.06187589519801345
100,37792.52053623214,1000,1.5,0.06139529016504908
100,39657.59377382258,1000,1.5,0.06092226042525142
100,41614.708985121564,1000,1.5,0.06045669027983375
100,43668.40847160745,1000,1.5,0.05999846556627906
100,45823.458698820534,1000,1.5,0.05954747365270306
100,48084.86135893327,1000,1.5,0.059103603431160834
100,50457.864979261096,1000,1.5,0.058666745309983094
100,52947.97710365748,1000,1.5,0.058236791205221745
100,55560.97707506484,1000,1.5,0.057813634531279794
100,58302.9294488879,1000,1.5,0.05739717019079603
100,61180.19806832264,1000,1.5,0.056987294563849995
100,64199.460834306214,1000,1.5,0.05658390549654904
100,67367.7252043687,1000,1.5,0.05618690228905503
100,70692.34445635948,1000,1.5,0.0557961856831043
100,74181.0347547924,1000,1.5,0.055411657849071594
100,77841.89305942143,1000,1.5,0.055033222372624604
100,81683.41591761034,1000,1.5,0.05466078424101331
100,85714.51918411112,1000,1.5,0.05429424982903498
100,89944.55871402164,1000,1.5,0.053933526884712875
100,94383.352076946,1000,1.5,0.05357852451472464
100,99041.2013427557,1000,1.5,0.0532291531696133
100,103928.91699183728,1000,1.5,0.052885324628811806
100,109057.8430053166,1000,1.5,0.05254695198551
100,114439.88319349488,1000,1.5,0.052213949631390644
100,120087.52882360163,1000,1.5,0.05188623324125943
100,126013.88761098507,1000,1.5,0.05156371975759208
100,132232.7141410297,1000,1.5,0.05124632737501971
100,138758.44179240317,1000,1.5,0.05093397552477281
100,145606.2162357259,1000,1.5,0.05062658485910172
100,152791.93058541327,1000,1.5,0.05032407723569095
100,160332.26228626995,1000,1.5,0.05002637570208289
100,168244.71182045134,1000,1.5,0.049733404480125684
100,176547.64332462606,1000,1.5,0.04944508895045838
100,185260.32721160684,1000,1.5,0.04916135563704602
100,194402.98489537672,1000,1.5,0.04888213219177563
100,203996.83572330637,1000,1.5,0.04860734737912409
100,214064.14622449162,1000,1.5,0.048336931060906946
100,224628.28178851632,1000,1.5,0.04807081418111721
100,235713.7608945747,1000,1.5,0.047808928750862144
100,247346.31201682088,1000,1.5,0.04755120783340519
100,259552.93333801624,1000,1.5,0.04729758552931987
100,272361.95541006164,1000,1.5,0.047047996961761526
100,285803.1069068532,1000,1.5,0.04680237826186244
100,299907.58362205816,1000,1.5,0.04656066655425521
100,314708.12087195285,1000,1.5,0.04632279994272887
100,330239.06947137037,1000,1.5,0.04608871749602146
100,346536.4754590798,1000,1.5,0.045858359233752956
100,363638.1637576417,1000,1.5,0.04563166611250122
100,381583.82596190565,1000,1.5,0.045408580012024025
100,400415.1124598945,1000,1.5,0.045189043721629414
100,420175.72909989185,1000,1.5,0.04497300092669631
100,440911.53862807574,1000,1.5,0.044760396195347316
100,462670.6671321315,1000,1.5,0.04455117496527511
100,485503.61573790025,1000,1.5,0.04434528353072349
100,509463.3778182841,1000,1.5,0.04414266902962421
100,534605.5619864543,1000,1.5,0.04394327943089018
100,560988.5211588137,1000,1.5,0.04374706352186567
100,588673.487987254,1000,1.5,0.04355397089593373
100,617724.7169750493,1000,1.5,0.043363951940281004
100,648209.6336062066,1000,1.5,0.0431769578238199
100,680198.9908343966,1000,1.5,0.042992940485268104
100,713767.0332946767,1000,1.5,0.04281185262138467
100,748991.6696191038,1000,1.5,0.04263364767536286
100,785954.6532561838,1000,1.5,0.042458279825378586
100,824741.7722138225,1000,1.5,0.042285703973294196
100,865443.0481661423,1000,1.5,0.042115875733516536
100,908152.9453863049,1000,1.5,0.04194875142200859
100,952970.5899902193,1000,1.5,0.041784288045453616
100,1000000.0,1000,1.5,0.041622443290570944
1000,10.0,1000,1.5,0.13129164834941767
1000,10.493503267611478,1000,1.5,0.13127542033040934
1000,11.011361082737277,1000,1.5,0.13125840281178128
1000,11.55477535025535,1000,1.5,0.13124055796526135
1000,12.125007289442108,1000,1.5,0.13122184620811245
1000,12.723380361157377,1000,1.5,0.13120222612756327
1000,13.351283339486864,1000,1.5,0.13118165440257099
1000,14.01017353497121,1000,1.5,0.13116008572288274
1000,14.701580176902427,1000,1.5,0.13113747270537104
1000,15.427107962537775,1000,1.5,0.13111376580762624
1000,16.188440781468522,1000,1.5,0.13108891323879898
1000,16.987345623787483,1000,1.5,0.13106286086769575
1000,17.82567668112595,1000,1.5,0.13103555212814388
1000,18.705379650078093,1000,1.5,0.13100692792165475
1000,19.628496248000772,1000,1.5,0.13097692651743081
1000,20.597168951669577,1000,1.5,0.13094548344977824
1000,21.61364596978904,1000,1.5,0.1309125314130063
1000,22.680286460897893,1000,1.5,0.13087800015391615
1000,23.799566008779642,1000,1.5,0.1308418163620051
1000,24.974082368086428,1000,1.5,0.13080390355753738
1000,26.206561493511312,1000,1.5,0.13076418197766265
1000,27.499863866502213,1000,1.5,0.1307225684607924
1000,28.85699113420118,1000,1.5,0.13067897632947983
1000,30.281093076017555,1000,1.5,0.1306333152720856
1000,31.775474914003755,1000,1.5,0.13058549122355118
1000,33.3436049840005,1000,1.5,0.13053540624564575
1000,34.98912278535556,1000,1.5,0.13048295840709978
1000,36.71584742789879,1000,1.5,0.1304280416640874
1000,38.52778649577804,1000,1.5,0.13037054574157625
1000,40.429145348728426,1000,1.5,0.130310356016119
1000,42.42433688236211,1000,1.5,0.1302473534007244
1000,44.5179917701317,1000,1.5,0.1301814142325103
1000,46.71496921073779,1000,1.5,0.13011241016391076
1000,49.02036820592467,1000,1.5,0.13004020805828273
1000,51.43953939483883,1000,1.5,0.12996466989083424
1000,53.97809747241707,1000,1.5,0.12988565265587632
1000,56.64193422062594,1000,1.5,0.12980300828148417
1000,59.437232182797274,1000,1.5,0.1297165835527389
1000,62.37047901279654,1000,1.5,0.12962622004481028
1000,65.44848253232736,1000,1.5,0.12953175406722947
1000,68.67838653131899,1000,1.5,0.12943301662079365
1000,72.067687348068,1000,1.5,0.12932983336863413
1000,75.6242512676154,1000,1.5,0.12922202462307084
1000,79.35633277873937,1000,1.5,0.1291094053499652
1000,83.27259373193655,1000,1.5,0.12899178519236726
1000,87.38212344285594,1000,1.5,0.12886896851533514
1000,91.69445978784384,1000,1.5,0.12874075447387895
1000,96.21961134056087,1000,1.5,0.12860693710604743
1000,100.9680806010482,1000,1.5,0.12846730545323098
1000,105.95088837115578,1000,1.5,0.1283216437098004
1000,111.17959933290628,1000,1.5,0.1281697314042271
1000,116.66634888915877,1000,1.5,0.1280113436138438
1000,122.42387132886877,1000,1.5,0.12784625121539528
1000,128.4655293823131,1000,1.5,0.12767422117349694
1000,134.80534523487418,1000,1.5,0.12749501686906226
1000,141.45803307136464,1000,1.5,0.12730839846967268
1000,148.43903322642566,1000,1.5,0.12711412334374556
1000,155.7645480202586,1000,1.5,0.1269119465202027
1000,163.45157936286094,1000,1.5,0.12670162119515044
1000,171.5179682140439,1000,1.5,0.12648289928685091
1000,179.98243599081505,1000,1.5,0.12625553203999101
1000,188.86462801822907,1000,1.5,0.1260192706799358
1000,198.1851591245514,1000,1.5,0.12577386711728927
1000,207.96566148655822,1000,1.5,0.12551907470267482
1000,218.22883483601802,1000,1.5,0.12525464903118838
1000,228.99849914387997,1000,1.5,0.1249803487954754
1000,240.29964990444302,1000,1.5,0.12469593668583323
1000,252.15851614781684,1000,1.5,0.12440118033515325
1000,264.60262131531766,1000,1.5,0.12409585330589003
1000,277.6608471390847,1000,1.5,0.12377973611558808
1000,291.3635006741758,1000,1.5,0.12345261729681421
1000,305.7423846387185,1000,1.5,0.12311429448664479
1000,320.8308712253716,1000,1.5,0.12276457554015024
1000,336.6639795554073,1000,1.5,0.12240327966161697
1000,353.2784569551752,1000,1.5,0.12203023854655899
1000,370.71286424358743,1000,1.5,0.12164529752691264
1000,389.00766522856935,1000,1.5,0.12124831671119118
1000,408.20532062019026,1000,1.5,0.12083917211081668
1000,428.350386578436,1000,1.5,0.12041775674335875
1000,449.48961812434607,1000,1.5,0.11998398170300882
1000,471.6720776545259,1000,1.5,0.11953777718831919
1000,494.949248810886,1000,1.5,0.1190790934770513
1000,519.3751559698882,1000,1.5,0.11860790183792054
1000,545.0064896286245,1000,1.5,0.11812419536910568
1000,571.9027379787431,1000,1.5,0.11762798975361827
1000,600.1263249735888,1000,1.5,0.11711932392200732
1000,629.7427552090026,1000,1.5,0.11659826061340982
1000,660.8207659540327,1000,1.5,0.11606488682664866
1000,693.432486684416,1000,1.5,0.11551931415392062
1000,727.6536064890868,1000,1.5,0.11496167899060444
1000,763.5635497382514,1000,1.5,0.11439214261583697
1000,801.2456604207365,1000,1.5,0.11381089113974352
1000,840.7873955784511,1000,1.5,0.11321813531454651
1000,882.2805282869017,1000,1.5,0.11261411020819331
1000,925.821360652859,1000,1.5,0.11199907474061875
1000,971.5109473235286,1000,1.5,0.11137331108426049
1000,1019.4553300259765,1000,1.5,0.11073712393195398
1000,1069.7657836811518,1000,1.5,0.11009083963681678
1000,1122.5590746637126,1000,1.5,0.10943480523016466
1000,1177.9577318070592,1000,1.5,0.10876938732485651
1000,1236.0903307825577,1000,1.5,0.10809497091271594
1000,1297.0917925129716,1000,1.5,0.10741195806580424
1000,1361.1036963126903,1000,1.5,0.10672076655229933
1000,1428.2746084815285,1000,1.5,0.10602182837855399
1000,1498.7604271147418,1000,1.5,0.10531558826955084
1000,1572.724743929531,1000,1.5,0.10460250210043266
1000,1650.3392239477969,1000,1.5,0.10388303529206076
1000,1731.7840039163607,1000,1.5,0.10315766118364046
1000,1817.2481103893613,1000,1.5,0.10242685939535634
1000,1906.9298984431537,1000,1.5,0.10169111419368831
1000,2001.037512041927,1000,1.5,0.10095091287164375
1000,2099.7893671225115,1000,1.5,0.10020674415555578
1000,2203.4146585195904,1000,1.5,0.09945909664938024
1000,2312.153891907834,1000,1.5,0.09870845732659238
1000,2426.2594419955467,1000,1.5,0.09795531007885928
1000,2545.9961382653482,1000,1.5,0.09720013432966663
1000,2671.6418796213625,1000,1.5,0.09644340372002792
1000,2803.488279369443,1000,1.5,0.09568558487232486
1000,2941.841342027374,1000,1.5,0.09492713623723474
1000,3087.0221735358805,1000,1.5,0.09416850702761623
1000,3239.367726518784,1000,1.5,0.09341013624216363
1000,3399.2315823220006,1000,1.5,0.09265245178061846
1000,3566.984771646407,1000,1.5,0.09189586965135674
1000,3743.0166356791974,1000,1.5,0.0911407932712634
1000,3927.735729722376,1000,1.5,0.09038761285696925
1000,4121.570771415609,1000,1.5,0.08963670490576772
1000,4324.971635754167,1000,1.5,0.08888843176385273
1000,4538.410399211334,1000,1.5,0.08814314127892717
1000,4762.382435388603,1000,1.5,0.08740116653372476
1000,4997.40756473658,1000,1.5,0.08666282565656605
1000,5244.031261014965,1000,1.5,0.08592842170472785
1000,5502.825917291731,1000,1.5,0.08519824261614325
1000,5774.392174419788,1000,1.5,0.08447256122475998
1000,6059.360315074416,1000,1.5,0.0837516353347645
1000,6358.391726586874,1000,1.5,0.08303570784882139
1000,6672.180435969319,1000,1.5,0.08232500694547606
1000,7001.454720693739,1000,1.5,0.08161974630091784
1000,7346.978798963352,1000,1.5,0.0809201253503935
1000,7709.554603399424,1000,1.5,0.08022632958469203
1000,8090.023642260101,1000,1.5,0.07953853087728352
1000,8489.268952511045,1000,1.5,0.07885688783788307
1000,8908.217149280728,1000,1.5,0.07818154618842063
1000,9347.840576456998,1000,1.5,0.07751263915762036
1000,9809.159563416273,1000,1.5,0.07685028789063011
1000,10293.244793123098,1000,1.5,0.0761946018703826
1000,10801.219787096203,1000,1.5,0.0755456793476162
1000,11334.26351300837,1000,1.5,0.07490360777672836
1000,11893.613120972308,1000,1.5,0.07426846425487764
1000,12480.56681486296,1000,1.5,0.07364031596198803
1000,13096.48686534078,1000,1.5,0.07301922059953941
1000,13742.80277156845,1000,1.5,0.07240522682625111
1000,14421.014578959353,1000,1.5,0.0717983746889766
1000,15132.696360658267,1000,1.5,0.07119869604732927
1000,15879.499870833977,1000,1.5,0.07060621499074926
1000,16663.15837826323,1000,1.5,0.07002094824689886
1000,17485.490689103306,1000,1.5,0.06944290558044018
1000,18348.405368189557,1000,1.5,0.06887209018140261
1000,19253.9051686557,1000,1.5,0.06830849904248837
1000,20204.091680157042,1000,1.5,0.06775212332479538
1000,21201.170206484974,1000,1.5,0.06720294871155436
1000,22247.454883893708,1000,1.5,0.06666095574958363
1000,23345.374052017745,1000,1.5,0.06612612017826328
1000,24497.47588984603,1000,1.5,0.06559841324591548
1000,25706.434329833315,1000,1.5,0.06507780201355545
1000,26975.055263874565,1000,1.5,0.06456424964604587
1000,28306.28305554678,1000,1.5,0.06405771569074667
1000,29703.207373731602,1000,1.5,0.06355815634380557
1000,31169.07036347938,1000,1.5,0.06306552470427865
1000,32707.274170758283,1000,1.5,0.06257977101630864
1000,34321.38883855163,1000,1.5,0.062100842899622595
1000,36015.16059263056,1000,1.5,0.06162868556863565
1000,37792.52053623214,1000,1.5,0.06116324204047113
1000,39657.59377382258,1000,1.5,0.060704453332224385
1000,41614.708985121564,1000,1.5,0.060252258647810863
1000,43668.40847160745,1000,1.5,0.05980659555475011
1000,45823.458698820534,1000,1.5,0.05936740015124296
1000,48084.86135893327,1000,1.5,0.05893460722390394
1000,50457.864979261096,1000,1.5,0.058508150396512304
1000,52947.97710365748,1000,1.5,0.05808796227014443
1000,55560.97707506484,1000,1.5,0.05767397455504755
1000,58302.9294488879,1000,1.5,0.05726611819461139
1000,61180.19806832264,1000,1.5,0.0568643234817876
1000,64199.460834306214,1000,1.5,0.05646852016830148
1000,67367.7252043687,1000,1.5,0.05607863756699194
1000,70692.34445635948,1000,1.5,0.05569460464760741
1000,74181.0347547924,1000,1.5,0.055316350126376486
1000,77841.89305942143,1000,1.5,0.054943802549662496
1000,81683.41591761034,1000,1.5,0.05457689037200085
1000,85714.51918411112,1000,1.5,0.054215542028808295
1000,89944.55871402164,1000,1.5,0.05385968600404222
1000,94383.352076946,1000,1.5,0.05350925089307829
1000,99041.2013427557,1000,1.5,0.053164165461063534
1000,103928.91699183728,1000,1.5,0.05282435869699173
1000,109057.8430053166,1000,1.5,0.052489759863737925
1000,114439.88319349488,1000,1.5,0.05216029854427797
1000,120087.52882360163,1000,1.5,0.05183590468430937
1000,126013.88761098507,1000,1.5,0.05151650863147986
1000,132232.7141410297,1000,1.5,0.051202041171420146
1000,138758.44179240317,1000,1.5,0.05089243356076836
1000,145606.2162357259,1000,1.5,0.05058761755736437
1000,152791.93058541327,1000,1.5,0.05028752544778322
1000,160332.26228626995,1000,1.5,0.04999209007236892
1000,168244.71182045134,1000,1.5,0.049701244847921065
1000,176547.64332462606,1000,1.5,0.049414923788179195
1000,185260.32721160684,1000,1.5,0.049133061522242234
1000,194402.98489537672,1000,1.5,0.04885559331105274
1000,203996.83572330637,1000,1.5,0.04858245506206929
1000,214064.14622449162,1000,1.5,0.04831358334224309
1000,224628.28178851632,1000,1.5,0.04804891538940885
1000,235713.7608945747,1000,1.5,0.04778838912219377
1000,247346.31201682088,1000,1.5,0.04753194314854281
1000,259552.93333801624,1000,1.5,0.04727951677295257
1000,272361.95541006164,1000,1.5,0.047031050002501365
1000,285803.1069068532,1000,1.5,0.046786483551757324
1000,299907.58362205816,1000,1.5,0.046545758846642596
1000,314708.12087195285,1000,1.5,0.04630881802732617
1000,330239.06947137037,1000,1.5,0.04607560395021429
1000,346536.4754590798,1000,1.5,0.0458460601891031
1000,363638.1637576417,1000,1.5,0.045620131035554276
1000,381583.82596190565,1000,1.5,0.045397761498550834
1000,400415.1124598945,1000,1.5,0.04517889730348694
1000,420175.72909989185,1000,1.5,0.044963484890541985
1000,440911.53862807574,1000,1.5,0.044751471412486504
1000,462670.6671321315,1000,1.5,0.044542804731964356
1000,485503.61573790025,1000,1.5,0.0443374334182928
1000,509463.3778182841,1000,1.5,0.044135306743819665
1000,534605.5619864543,1000,1.5,0.04393637467987436
1000,560988.5211588137,1000,1.5,0.043740587892346895
1000,588673.487987254,1000,1.5,0.04354789773692734
1000,617724.7169750493,1000,1.5,0.04335825625403556
1000,648209.6336062066,1000,1.5,0.04317161616346976
1000,680198.9908343966,1000,1.5,0.04298793085879996
1000,713767.0332946767,1000,1.5,0.04280715440153111
1000,748991.6696191038,1000,1.5,0.042629241515058994
1000,785954.6532561838,1000,1.5,0.04245414757844038
1000,824741.7722138225,1000,1.5,0.04228182861999744
1000,865443.0481661423,1000,1.5,0.04211224131077537
1000,908152.9453863049,1000,1.5,0.04194534295787049
1000,952970.5899902193,1000,1.5,0.04178109149764531
1000,1000000.0,1000,1.5,0.04161944548884572
10000,10.0,1000,1.5,0.07802320328165889
10000,10.493503267611478,1000,1.5,0.07802244077717696
10000,11.011361082737277,1000,1.5,0.07802164069673959
10000,11.55477535025535,1000,1.5,0.07802080119140412
10000,12.125007289442108,1000,1.5,0.07801992032153138
10000,12.723380361157377,1000,1.5,0.07801899605236515
10000,13.351283339486864,1000,1.5,0.078018026249399
10000,14.01017353497121,1000,1.5,0.0780170086735208
10000,14.701580176902427,1000,1.5,0.0780159409759241
10000,15.427107962537775,1000,1.5,0.0780148206927761
10000,16.188440781468522,1000,1.5,0.07801364523963047
10000,16.987345623787483,1000,1.5,0.07801241190557338
10000,17.82567668112595,1000,1.5,0.07801111784709075
10000,18.705379650078093,1000,1.5,0.07800976008164351
10000,19.628496248000772,1000,1.5,0.07800833548093788
10000,20.597168951669577,1000,1.5,0.07800684076387675
10000,21.61364596978904,1000,1.5,0.07800527248917753
10000,22.680286460897893,1000,1.5,0.0780036270476418
10000,23.799566008779642,1000,1.5,0.07800190065406085
10000,24.974082368086428,1000,1.5,0.07800008933874114
10000,26.206561493511312,1000,1.5,0.07799818893863274
10000,27.499863866502213,1000,1.5,0.07799619508804306
10000,28.85699113420118,1000,1.5,0.07799410320891828
10000,30.281093076017555,1000,1.5,0.07799190850067297
10000,31.775474914003755,1000,1.5,0.07798960592954916
10000,33.3436049840005,1000,1.5,0.07798719021748399
10000,34.98912278535556,1000,1.5,0.07798465583046568
10000,36.71584742789879,1000,1.5,0.07798199696635588
10000,38.52778649577804,1000,1.5,0.0779792075421564
10000,40.429145348728426,1000,1.5,0.0779762811806971
10000,42.42433688236211,1000,1.5,0.07797321119672165
10000,44.5179917701317,1000,1.5,0.0779699905823465
10000,46.71496921073779,1000,1.5,0.07796661199186823
10000,49.02036820592467,1000,1.5,0.07796306772589369
10000,51.43953939483883,1000,1.5,0.07795934971476634
10000,53.97809747241707,1000,1.5,0.07795544950126222
10000,56.64193422062594,1000,1.5,0.07795135822252788
10000,59.437232182797274,1000,1.5,0.07794706659123232
10000,62.37047901279654,1000,1.5,0.07794256487590442
10000,65.44848253232736,1000,1.5,0.07793784288042699
10000,68.67838653131899,1000,1.5,0.07793288992265826
10000,72.067687348068,1000,1.5,0.07792769481215117
10000,75.6242512676154,1000,1.5,0.07792224582694086
10000,79.35633277873937,1000,1.5,0.07791653068937059
10000,83.27259373193655,1000,1.5,0.07791053654092651
10000,87.38212344285594,1000,1.5,0.07790424991605183
