T,k,beta,test_error
111.17959933290628,100,1.5,0.3079656614865582
116.66634888915877,100,1.5,0.30465300743071044
122.42387132886877,100,1.5,0.3013931201480661
128.4655293823131,100,1.5,0.2981851591245515
134.80534523487418,100,1.5,0.29502829723451685
141.45803307136464,100,1.5,0.2919217205274735
148.43903322642566,100,1.5,0.2888646280182292
155.7645480202586,100,1.5,0.2858562314803653
163.45157936286094,100,1.5,0.28289575524300437
171.5179682140439,100,1.5,0.27998243599081507
179.98243599081505,100,1.5,0.27711552256720234
188.86462801822907,100,1.5,0.27429427578063253
198.1851591245514,100,1.5,0.27151796821404384
207.96566148655822,100,1.5,0.26878588403729275
218.22883483601802,100,1.5,0.26609731882258725
228.99849914387997,100,1.5,0.263451579362861
240.29964990444302,100,1.5,0.2608479834930395
252.15851614781684,100,1.5,0.2582858599141544
264.60262131531766,100,1.5,0.2557645480202587
277.6608471390847,100,1.5,0.2532833977280989
291.3635006741758,100,1.5,0.2508417693095009
305.7423846387185,100,1.5,0.2484390332264257
320.8308712253716,100,1.5,0.24607456996865174
336.6639795554073,100,1.5,0.2437477698940436
353.2784569551752,100,1.5,0.2414580330713646
370.71286424358743,100,1.5,0.23920476912559352
389.00766522856935,100,1.5,0.2369873970857049
408.20532062019026,100,1.5,0.23480534523487423
428.350386578436,100,1.5,0.23265805096306907
449.48961812434607,100,1.5,0.23054496062198856
471.6720776545259,100,1.5,0.2284655293823132
494.949248810886,100,1.5,0.22641922109322848
519.3751559698882,100,1.5,0.22440550814418636
545.0064896286245,100,1.5,0.2224238713288688
571.9027379787431,100,1.5,0.22047379971131784
600.1263249735888,100,1.5,0.21855479049419826
629.7427552090026,100,1.5,0.21666634888915876
660.8207659540327,100,1.5,0.214807987989258
693.432486684416,100,1.5,0.2129792286434229
727.6536064890868,100,1.5,0.21117959933290636
763.5635497382514,100,1.5,0.20940863604971316
801.2456604207365,100,1.5,0.20766588217696252
840.7873955784511,100,1.5,0.20595088837115588
882.2805282869017,100,1.5,0.20426321244632029
925.821360652859,100,1.5,0.2026024192599974
971.5109473235286,100,1.5,0.2009680806010482
1019.4553300259765,100,1.5,0.19935977507924535
1069.7657836811518,100,1.5,0.19777708801662353
1122.5590746637126,100,1.5,0.1962196113405609
1177.9577318070592,100,1.5,0.19468694347856388
1236.0903307825577,100,1.5,0.19317868925472725
1297.0917925129716,100,1.5,0.19169445978784388
1361.1036963126903,100,1.5,0.19023387239113754
1428.2746084815285,100,1.5,0.18879655047359267
1498.7604271147418,100,1.5,0.18738212344285599
1572.724743929531,100,1.5,0.18599022660968448
1650.3392239477969,100,1.5,0.18462050109391587
1731.7840039163607,100,1.5,0.18327259373193658
1817.2481103893613,100,1.5,0.1819461569856236
1906.9298984431537,100,1.5,0.18064084885273696
2001.037512041927,100,1.5,0.1793563327787394
2099.7893671225115,100,1.5,0.17809227757002083
2203.4146585195904,100,1.5,0.1768483573085048
2312.153891907834,100,1.5,0.17562425126761544
2426.2594419955467,100,1.5,0.1744196438295827
2545.9961382653482,100,1.5,0.17323422440406494
2671.6418796213625,100,1.5,0.17206768734806804
2803.488279369443,100,1.5,0.17091973188713938
2941.841342027374,100,1.5,0.16979006203781788
3087.0221735358805,100,1.5,0.168678386531319
3239.367726518784,100,1.5,0.16758441873843533
3399.2315823220006,100,1.5,0.1665078765956333
3566.984771646407,100,1.5,0.16544848253232738
3743.0166356791974,100,1.5,0.1644059633993127
3927.735729722376,100,1.5,0.1633800503983373
4121.570771415609,100,1.5,0.16237047901279658
4324.971635754167,100,1.5,0.16137698893953148
4538.410399211334,100,1.5,0.1603993240217133
4762.382435388603,100,1.5,0.15943723218279732
4997.40756473658,100,1.5,0.15849046536152844
5244.031261014965,100,1.5,0.15755877944798252
5502.825917291731,100,1.5,0.15664193422062594
5774.392174419788,100,1.5,0.15573969328437823
6059.360315074416,100,1.5,0.1548518240096608
6358.391726586874,100,1.5,0.15397809747241709
6672.180435969319,100,1.5,0.15311828839508773
7001.454720693739,100,1.5,0.15227217508852608
7346.978798963352,100,1.5,0.15143953939483887
7709.554603399424,100,1.5,0.15062016663113736
8090.023642260101,100,1.5,0.14981384553418473
8489.268952511045,100,1.5,0.14902036820592468
8908.217149280728,100,1.5,0.14823953005987817
9347.840576456998,100,1.5,0.14747112976839366
9809.159563416273,100,1.5,0.14671496921073782
10293.244793123098,100,1.5,0.145970853422013
10801.219787096203,100,1.5,0.14523859054288835
11334.26351300837,100,1.5,0.14451799177013175
11893.613120972308,100,1.5,0.14380887130792958
12480.56681486296,100,1.5,0.14311104631998223
13096.48686534078,100,1.5,0.14242433688236214
13742.80277156845,100,1.5,0.1417485659371232
14421.014578959353,100,1.5,0.14108355924664912
15132.696360658267,100,1.5,0.14042914534872844
15879.499870833977,100,1.5,0.13978515551234588
16663.15837826323,100,1.5,0.13915142369417732
17485.490689103306,100,1.5,0.13852778649577804
18348.405368189557,100,1.5,0.13791408312145287
19253.9051686557,100,1.5,0.1373101553367972
20204.091680157042,100,1.5,0.13671584742789877
21201.170206484974,100,1.5,0.13613100616118912
22247.454883893708,100,1.5,0.13555548074393434
23345.374052017745,100,1.5,0.13498912278535558
24497.47588984603,100,1.5,0.13443178625836866
25706.434329833315,100,1.5,0.13388332746193296
26975.055263874565,100,1.5,0.13334360498400052
28306.28305554678,100,1.5,0.13281247966505466
29703.207373731602,100,1.5,0.13228981456223005
31169.07036347938,100,1.5,0.13177547491400377
32707.274170758283,100,1.5,0.1312693281054492
34321.38883855163,100,1.5,0.13077124363404313
36015.16059263056,100,1.5,0.1302810930760176
37792.52053623214,100,1.5,0.12979875005324765
39657.59377382258,100,1.5,0.12932409020066685
41614.708985121564,100,1.5,0.1288569911342012
43668.40847160745,100,1.5,0.12839733241921447
45823.458698820534,100,1.5,0.12794499553945587
48084.86135893327,100,1.5,0.12749986386650222
50457.864979261096,100,1.5,0.1270618226296872
52947.97710365748,100,1.5,0.12663075888650932
55560.97707506484,100,1.5,0.12620656149351134
58302.9294488879,100,1.5,0.12578912107762366
61180.19806832264,100,1.5,0.12537833000796403
64199.460834306214,100,1.5,0.12497408236808644
67367.7252043687,100,1.5,0.12457627392867221
70692.34445635948,100,1.5,0.12418480212065595
74181.0347547924,100,1.5,0.12379956600877967
77841.89305942143,100,1.5,0.123420466265568
81683.41591761034,100,1.5,0.1230474051457182
85714.51918411112,100,1.5,0.1226802864608979
89944.55871402164,100,1.5,0.12231901555494434
94383.352076946,100,1.5,0.12196349927945868
99041.2013427557,100,1.5,0.12161364596978905
103928.91699183728,100,1.5,0.12126936542139619
109057.8430053166,100,1.5,0.12093056886659549
114439.88319349488,100,1.5,0.1205971689516696
120087.52882360163,100,1.5,0.12026907971434547
126013.88761098507,100,1.5,0.1199462165616304
132232.7141410297,100,1.5,0.11962849624800079
138758.44179240317,100,1.5,0.11931583685393858
145606.2162357259,100,1.5,0.11900815776480961
152791.93058541327,100,1.5,0.1187053796500781
160332.26228626995,100,1.5,0.11840742444285268
168244.71182045134,100,1.5,0.11811421531975777
176547.64332462606,100,1.5,0.11782567668112597
185260.32721160684,100,1.5,0.11754173413150569
194402.98489537672,100,1.5,0.11726231446047942
203996.83572330637,100,1.5,0.11698734562378749
214064.14622449162,100,1.5,0.11671675672475253
224628.28178851632,100,1.5,0.11645047799599975
235713.7608945747,100,1.5,0.11618844078146853
247346.31201682088,100,1.5,0.11593057751871039
259552.93333801624,100,1.5,0.11567682172146901
272361.95541006164,100,1.5,0.11542710796253779
285803.1069068532,100,1.5,0.11518137185689035
299907.58362205816,100,1.5,0.11493955004507979
314708.12087195285,100,1.5,0.11470158017690243
330239.06947137037,100,1.5,0.1144674008953217
346536.4754590798,100,1.5,0.1142369518206481
363638.1637576417,100,1.5,0.11401017353497123
381583.82596190565,100,1.5,0.11378700756683974
400415.1124598945,100,1.5,0.11356739637618533
420175.72909989185,100,1.5,0.11335128333948688
440911.53862807574,100,1.5,0.11313861273517087
462670.6671321315,100,1.5,0.1129293297292445
485503.61573790025,100,1.5,0.1127233803611574
509463.3778182841,100,1.5,0.1125207115298888
534605.5619864543,100,1.5,0.11232127098025621
560988.5211588137,100,1.5,0.11212500728944212
588673.487987254,100,1.5,0.11193186985373546
617724.7169750493,100,1.5,0.11174180887548411
648209.6336062066,100,1.5,0.11155477535025536
680198.9908343966,100,1.5,0.11137072105420079
713767.0332946767,100,1.5,0.11118959853162248
748991.6696191038,100,1.5,0.11101136108273729
785954.6532561838,100,1.5,0.11083596275163593
824741.7722138225,100,1.5,0.11066335831443397
865443.0481661423,100,1.5,0.11049350326761148
908152.9453863049,100,1.5,0.11032635381653852
952970.5899902193,100,1.5,0.11016186686418324
1000000.0,100,1.5,0.11000000000000001
10.0,1000,1.5,0.4957816599629617
10.493503267611478,1000,1.5,0.48838814222290033
11.011361082737277,1000,1.5,0.4811123947260297
11.55477535025535,1000,1.5,0.47395254152768196
12.125007289442108,1000,1.5,0.4669067365648325
12.723380361157377,1000,1.5,0.4599731631801199
13.351283339486864,1000,1.5,0.4531500336534471
14.01017353497121,1000,1.5,0.44643558874104444
14.701580176902427,1000,1.5,0.4398280972218743
15.427107962537775,1000,1.5,0.4333258554512613
16.188440781468522,1000,1.5,0.42692718692163206
16.987345623787483,1000,1.5,0.4206304418302532
17.82567668112595,1000,1.5,0.414433996653853
18.705379650078093,1000,1.5,0.40833625373002047
19.628496248000772,1000,1.5,0.4023356408452711
20.597168951669577,1000,1.5,0.39643061082967496
21.61364596978904,1000,1.5,0.39061964115794157
22.680286460897893,1000,1.5,0.3849012335568591
23.799566008779642,1000,1.5,0.3792739136189865
24.974082368086428,1000,1.5,0.3737362304224995
26.206561493511312,1000,1.5,0.36828675615709133
27.499863866502213,1000,1.5,0.3629240857558332
28.85699113420118,1000,1.5,0.35764683653289797
30.281093076017555,1000,1.5,0.35245364782705546
31.775474914003755,1000,1.5,0.3473431806508454
33.3436049840005,1000,1.5,0.34231411734533945
34.98912278535556,1000,1.5,0.33736516124040217
36.71584742789879,1000,1.5,0.3324950363203636
38.52778649577804,1000,1.5,0.3277024868950174
40.429145348728426,1000,1.5,0.32298627727585966
42.42433688236211,1000,1.5,0.31834519145748447
44.5179917701317,1000,1.5,0.31377803280405503
46.71496921073779,1000,1.5,0.3092836237407687
49.02036820592467,1000,1.5,0.3048608054502364
51.43953939483883,1000,1.5,0.30050843757369883
53.97809747241707,1000,1.5,0.2962253979170015
56.64193422062594,1000,1.5,0.2920105821612534
59.437232182797274,1000,1.5,0.28786290357809496
62.37047901279654,1000,1.5,0.28378129274950054
65.44848253232736,1000,1.5,0.27976469729204523
68.67838653131899,1000,1.5,0.2758120815855629
72.067687348068,1000,1.5,0.27192242650612686
75.6242512676154,1000,1.5,0.26809472916328364
79.35633277873937,1000,1.5,0.26432800264147255
83.27259373193655,1000,1.5,0.26062127574556393
87.38212344285594,1000,1.5,0.2569735927504506
91.69445978784384,1000,1.5,0.25338401315462855
96.21961134056087,1000,1.5,0.24985161143770185
100.9680806010482,1000,1.5,0.24637547682175148
105.95088837115578,1000,1.5,0.24295471303650407
111.17959933290628,1000,1.5,0.23958843808824198
116.66634888915877,1000,1.5,0.23627578403239424
122.42387132886877,1000,1.5,0.23301589674974987
128.4655293823131,1000,1.5,0.2298079357262353
134.80534523487418,1000,1.5,0.2266510738362006
141.45803307136464,1000,1.5,0.2235444971291573
148.43903322642566,1000,1.5,0.220487404619913
155.7645480202586,1000,1.5,0.21747900808204906
163.45157936286094,1000,1.5,0.2145185318446881
171.5179682140439,1000,1.5,0.21160521259249887
179.98243599081505,1000,1.5,0.20873829916888614
188.86462801822907,1000,1.5,0.20591705238231633
198.1851591245514,1000,1.5,0.20314074481572764
207.96566148655822,1000,1.5,0.2004086606389765
218.22883483601802,1000,1.5,0.19772009542427105
228.99849914387997,1000,1.5,0.1950743559645448
240.29964990444302,1000,1.5,0.1924707600947233
252.15851614781684,1000,1.5,0.18990863651583823
264.60262131531766,1000,1.5,0.18738732462194246
277.6608471390847,1000,1.5,0.18490617432978268
291.3635006741758,1000,1.5,0.18246454591118472
305.7423846387185,1000,1.5,0.1800618098281095
320.8308712253716,1000,1.5,0.17769734657033553
336.6639795554073,1000,1.5,0.17537054649572736
353.2784569551752,1000,1.5,0.1730808096730484
370.71286424358743,1000,1.5,0.17082754572727732
389.00766522856935,1000,1.5,0.16861017368738868
408.20532062019026,1000,1.5,0.16642812183655803
428.350386578436,1000,1.5,0.16428082756475287
449.48961812434607,1000,1.5,0.16216773722367234
471.6720776545259,1000,1.5,0.16008830598399698
494.949248810886,1000,1.5,0.15804199769491228
519.3751559698882,1000,1.5,0.15602828474587016
545.0064896286245,1000,1.5,0.15404664793055256
571.9027379787431,1000,1.5,0.1520965763130016
600.1263249735888,1000,1.5,0.15017756709588204
629.7427552090026,1000,1.5,0.14828912549084255
660.8207659540327,1000,1.5,0.1464307645909418
693.432486684416,1000,1.5,0.1446020052451067
727.6536064890868,1000,1.5,0.14280237593459014
763.5635497382514,1000,1.5,0.14103141265139696
801.2456604207365,1000,1.5,0.13928865877864632
840.7873955784511,1000,1.5,0.13757366497283968
882.2805282869017,1000,1.5,0.13588598904800409
925.821360652859,1000,1.5,0.13422519586168116
971.5109473235286,1000,1.5,0.132590857202732
1019.4553300259765,1000,1.5,0.13098255168092915
1069.7657836811518,1000,1.5,0.1293998646183073
1122.5590746637126,1000,1.5,0.12784238794224467
1177.9577318070592,1000,1.5,0.12630972008024766
1236.0903307825577,1000,1.5,0.12480146585641103
1297.0917925129716,1000,1.5,0.12331723638952767
1361.1036963126903,1000,1.5,0.12185664899282132
1428.2746084815285,1000,1.5,0.12041932707527646
1498.7604271147418,1000,1.5,0.11900490004453976
1572.724743929531,1000,1.5,0.11761300321136826
1650.3392239477969,1000,1.5,0.11624327769559965
1731.7840039163607,1000,1.5,0.11489537033362036
1817.2481103893613,1000,1.5,0.1135689335873074
1906.9298984431537,1000,1.5,0.11226362545442076
2001.037512041927,1000,1.5,0.1109791093804232
2099.7893671225115,1000,1.5,0.1097150541717046
2203.4146585195904,1000,1.5,0.10847113391018859
2312.153891907834,1000,1.5,0.10724702786929924
2426.2594419955467,1000,1.5,0.10604242043126647
2545.9961382653482,1000,1.5,0.10485700100574874
2671.6418796213625,1000,1.5,0.10369046394975182
2803.488279369443,1000,1.5,0.10254250848882315
2941.841342027374,1000,1.5,0.10141283863950167
3087.0221735358805,1000,1.5,0.1003011631330028
3239.367726518784,1000,1.5,0.09920719534011911
3399.2315823220006,1000,1.5,0.09813065319731708
3566.984771646407,1000,1.5,0.09707125913401117
3743.0166356791974,1000,1.5,0.0960287400009965
3927.735729722376,1000,1.5,0.09500282700002109
4121.570771415609,1000,1.5,0.09399325561448035
4324.971635754167,1000,1.5,0.09299976554121527
4538.410399211334,1000,1.5,0.09202210062339708
4762.382435388603,1000,1.5,0.09106000878448109
4997.40756473658,1000,1.5,0.09011324196321224
5244.031261014965,1000,1.5,0.08918155604966632
5502.825917291731,1000,1.5,0.08826471082230974
5774.392174419788,1000,1.5,0.087362469886062
6059.360315074416,1000,1.5,0.08647460061134458
6358.391726586874,1000,1.5,0.08560087407410089
6672.180435969319,1000,1.5,0.08474106499677153
7001.454720693739,1000,1.5,0.08389495169020988
7346.978798963352,1000,1.5,0.08306231599652265
7709.554603399424,1000,1.5,0.08224294323282116
8090.023642260101,1000,1.5,0.08143662213586851
8489.268952511045,1000,1.5,0.08064314480760848
8908.217149280728,1000,1.5,0.07986230666156197
9347.840576456998,1000,1.5,0.07909390637007743
9809.159563416273,1000,1.5,0.07833774581242159
10293.244793123098,1000,1.5,0.07759363002369678
10801.219787096203,1000,1.5,0.07686136714457213
11334.26351300837,1000,1.5,0.07614076837181552
11893.613120972308,1000,1.5,0.07543164790961338
12480.56681486296,1000,1.5,0.07473382292166603
13096.48686534078,1000,1.5,0.07404711348404593
13742.80277156845,1000,1.5,0.073371342538807
14421.014578959353,1000,1.5,0.0727063358483329
15132.696360658267,1000,1.5,0.07205192195041224
15879.499870833977,1000,1.5,0.07140793211402968
16663.15837826323,1000,1.5,0.07077420029586112
17485.490689103306,1000,1.5,0.07015056309746184
18348.405368189557,1000,1.5,0.06953685972313664
19253.9051686557,1000,1.5,0.06893293193848099
20204.091680157042,1000,1.5,0.06833862402958257
21201.170206484974,1000,1.5,0.06775378276287292
22247.454883893708,1000,1.5,0.06717825734561812
23345.374052017745,1000,1.5,0.06661189938703937
24497.47588984603,1000,1.5,0.06605456286005243
25706.434329833315,1000,1.5,0.06550610406361675
26975.055263874565,1000,1.5,0.0649663815856843
28306.28305554678,1000,1.5,0.06443525626673846
29703.207373731602,1000,1.5,0.06391259116391382
31169.07036347938,1000,1.5,0.06339825151568755
32707.274170758283,1000,1.5,0.062892104707133
34321.38883855163,1000,1.5,0.06239402023572692
36015.16059263056,1000,1.5,0.06190386967770137
37792.52053623214,1000,1.5,0.061421526654931446
39657.59377382258,1000,1.5,0.06094686680235063
41614.708985121564,1000,1.5,0.06047976773588499
43668.40847160745,1000,1.5,0.060020109020898264
45823.458698820534,1000,1.5,0.05956777214113966
48084.86135893327,1000,1.5,0.059122640468186015
50457.864979261096,1000,1.5,0.05868459923137099
52947.97710365748,1000,1.5,0.05825353548819309
55560.97707506484,1000,1.5,0.05782933809519511
58302.9294488879,1000,1.5,0.057411897679307454
61180.19806832264,1000,1.5,0.05700110660964782
64199.460834306214,1000,1.5,0.05659685896977022
67367.7252043687,1000,1.5,0.056199050530355996
70692.34445635948,1000,1.5,0.05580757872233974
74181.0347547924,1000,1.5,0.05542234261046345
77841.89305942143,1000,1.5,0.05504324286725179
81683.41591761034,1000,1.5,0.054670181747401986
85714.51918411112,1000,1.5,0.054303063062581695
89944.55871402164,1000,1.5,0.053941792156628136
94383.352076946,1000,1.5,0.05358627588114246
99041.2013427557,1000,1.5,0.05323642257147283
103928.91699183728,1000,1.5,0.05289214202307997
109057.8430053166,1000,1.5,0.05255334546827928
114439.88319349488,1000,1.5,0.05221994555335338
120087.52882360163,1000,1.5,0.051891856316029265
126013.88761098507,1000,1.5,0.05156899316331419
132232.7141410297,1000,1.5,0.05125127284968457
138758.44179240317,1000,1.5,0.05093861345562237
145606.2162357259,1000,1.5,0.05063093436649339
152791.93058541327,1000,1.5,0.05032815625176189
160332.26228626995,1000,1.5,0.05003020104453646
168244.71182045134,1000,1.5,0.049736991921441556
176547.64332462606,1000,1.5,0.04944845328280975
185260.32721160684,1000,1.5,0.049164510733189476
194402.98489537672,1000,1.5,0.04888509106216321
203996.83572330637,1000,1.5,0.04861012222547127
214064.14622449162,1000,1.5,0.04833953332643631
224628.28178851632,1000,1.5,0.048073254597683544
235713.7608945747,1000,1.5,0.04781121738315232
247346.31201682088,1000,1.5,0.04755335412039417
259552.93333801624,1000,1.5,0.04729959832315279
272361.95541006164,1000,1.5,0.04704988456422157
285803.1069068532,1000,1.5,0.046804148458574134
299907.58362205816,1000,1.5,0.046562326646763574
314708.12087195285,1000,1.5,0.04632435677858622
330239.06947137037,1000,1.5,0.04609017749700548
346536.4754590798,1000,1.5,0.04585972842233188
363638.1637576417,1000,1.5,0.04563295013665501
381583.82596190565,1000,1.5,0.04540978416852352
400415.1124598945,1000,1.5,0.04519017297786912
420175.72909989185,1000,1.5,0.044974059941170666
440911.53862807574,1000,1.5,0.04476138933685466
462670.6671321315,1000,1.5,0.04455210633092828
485503.61573790025,1000,1.5,0.04434615696284117
509463.3778182841,1000,1.5,0.04414348813157258
534605.5619864543,1000,1.5,0.04394404758193999
560988.5211588137,1000,1.5,0.0437477838911259
588673.487987254,1000,1.5,0.043554646455419246
617724.7169750493,1000,1.5,0.0433645854771679
648209.6336062066,1000,1.5,0.04317755195193914
680198.9908343966,1000,1.5,0.042993497655884574
713767.0332946767,1000,1.5,0.04281237513330627
748991.6696191038,1000,1.5,0.04263413768442108
785954.6532561838,1000,1.5,0.042458739353319716
824741.7722138225,1000,1.5,0.04228613491611775
865443.0481661423,1000,1.5,0.042116279869295274
908152.9453863049,1000,1.5,0.04194913041822231
952970.5899902193,1000,1.5,0.04178464346586702
1000000.0,1000,1.5,0.04162277660168379
10.0,10000,1.5,0.4741588833612779
10.493503267611478,10000,1.5,0.46676536562121657
11.011361082737277,10000,1.5,0.4594896181243459
11.55477535025535,10000,1.5,0.4523297649259982
12.125007289442108,10000,1.5,0.44528395996314873
12.723380361157377,10000,1.5,0.4383503865784361
13.351283339486864,10000,1.5,0.4315272570517633
14.01017353497121,10000,1.5,0.4248128121393607
14.701580176902427,10000,1.5,0.41820532062019056
15.427107962537775,10000,1.5,0.4117030788495775
16.188440781468522,10000,1.5,0.4053044103199483
16.987345623787483,10000,1.5,0.39900766522856945
17.82567668112595,10000,1.5,0.39281122005216923
18.705379650078093,10000,1.5,0.3867134771283367
19.628496248000772,10000,1.5,0.38071286424358736
20.597168951669577,10000,1.5,0.3748078342279912
21.61364596978904,10000,1.5,0.3689968645562578
22.680286460897893,10000,1.5,0.36327845695517536
23.799566008779642,10000,1.5,0.3576511370173027
24.974082368086428,10000,1.5,0.3521134538208157
26.206561493511312,10000,1.5,0.34666397955540756
27.499863866502213,10000,1.5,0.3413013091541494
28.85699113420118,10000,1.5,0.3360240599312142
30.281093076017555,10000,1.5,0.3308308712253717
31.775474914003755,10000,1.5,0.32572040404916164
33.3436049840005,10000,1.5,0.3206913407436557
34.98912278535556,10000,1.5,0.3157423846387184
36.71584742789879,10000,1.5,0.3108722597186798
38.52778649577804,10000,1.5,0.30607971029333364
40.429145348728426,10000,1.5,0.3013635006741759
42.42433688236211,10000,1.5,0.2967224148558007
44.5179917701317,10000,1.5,0.29215525620237126
46.71496921073779,10000,1.5,0.2876608471390849
49.02036820592467,10000,1.5,0.28323802884855265
51.43953939483883,10000,1.5,0.27888566097201506
53.97809747241707,10000,1.5,0.2746026213153177
56.64193422062594,10000,1.5,0.27038780555956965
59.437232182797274,10000,1.5,0.2662401269764112
62.37047901279654,10000,1.5,0.26215851614781677
65.44848253232736,10000,1.5,0.25814192069036146
68.67838653131899,10000,1.5,0.25418930498387915
72.067687348068,10000,1.5,0.25029964990444303
75.6242512676154,10000,1.5,0.24647195256159984
79.35633277873937,10000,1.5,0.24270522603978878
83.27259373193655,10000,1.5,0.23899849914388016
87.38212344285594,10000,1.5,0.23535081614876685
91.69445978784384,10000,1.5,0.23176123655294475
96.21961134056087,10000,1.5,0.22822883483601808
100.9680806010482,10000,1.5,0.22475270022006769
105.95088837115578,10000,1.5,0.22133193643482027
111.17959933290628,10000,1.5,0.2179656614865582
116.66634888915877,10000,1.5,0.21465300743071045
122.42387132886877,10000,1.5,0.21139312014806608
128.4655293823131,10000,1.5,0.20818515912455152
134.80534523487418,10000,1.5,0.20502829723451682
141.45803307136464,10000,1.5,0.2019217205274735
148.43903322642566,10000,1.5,0.1988646280182292
155.7645480202586,10000,1.5,0.1958562314803653
163.45157936286094,10000,1.5,0.19289575524300434
171.5179682140439,10000,1.5,0.18998243599081507
179.98243599081505,10000,1.5,0.18711552256720235
188.86462801822907,10000,1.5,0.18429427578063254
198.1851591245514,10000,1.5,0.18151796821404387
207.96566148655822,10000,1.5,0.17878588403729273
218.22883483601802,10000,1.5,0.17609731882258728
228.99849914387997,10000,1.5,0.173451579362861
240.29964990444302,10000,1.5,0.17084798349303953
252.15851614781684,10000,1.5,0.16828585991415446
264.60262131531766,10000,1.5,0.1657645480202587
277.6608471390847,10000,1.5,0.16328339772809888
291.3635006741758,10000,1.5,0.16084176930950092
305.7423846387185,10000,1.5,0.1584390332264257
320.8308712253716,10000,1.5,0.15607456996865174
336.6639795554073,10000,1.5,0.1537477698940436
353.2784569551752,10000,1.5,0.1514580330713646
370.71286424358743,10000,1.5,0.14920476912559352
389.00766522856935,10000,1.5,0.1469873970857049
408.20532062019026,10000,1.5,0.14480534523487423
428.350386578436,10000,1.5,0.14265805096306908
449.48961812434607,10000,1.5,0.14054496062198857
471.6720776545259,10000,1.5,0.1384655293823132
494.949248810886,10000,1.5,0.1364192210932285
519.3751559698882,10000,1.5,0.13440550814418636
545.0064896286245,10000,1.5,0.1324238713288688
571.9027379787431,10000,1.5,0.13047379971131784
600.1263249735888,10000,1.5,0.12855479049419827
629.7427552090026,10000,1.5,0.12666634888915876
660.8207659540327,10000,1.5,0.12480798798925799
693.432486684416,10000,1.5,0.12297922864342288
727.6536064890868,10000,1.5,0.12117959933290634
763.5635497382514,10000,1.5,0.11940863604971316
801.2456604207365,10000,1.5,0.11766588217696251
840.7873955784511,10000,1.5,0.11595088837115587
882.2805282869017,10000,1.5,0.11426321244632029
925.821360652859,10000,1.5,0.11260241925999737
971.5109473235286,10000,1.5,0.11096808060104821
1019.4553300259765,10000,1.5,0.10935977507924535
1069.7657836811518,10000,1.5,0.1077770880166235
1122.5590746637126,10000,1.5,0.10621961134056089
1177.9577318070592,10000,1.5,0.10468694347856387
1236.0903307825577,10000,1.5,0.10317868925472723
1297.0917925129716,10000,1.5,0.10169445978784387
1361.1036963126903,10000,1.5,0.10023387239113753
1428.2746084815285,10000,1.5,0.09879655047359266
1498.7604271147418,10000,1.5,0.09738212344285596
1572.724743929531,10000,1.5,0.09599022660968447
1650.3392239477969,10000,1.5,0.09462050109391586
1731.7840039163607,10000,1.5,0.09327259373193657
1817.2481103893613,10000,1.5,0.0919461569856236
1906.9298984431537,10000,1.5,0.09064084885273696
2001.037512041927,10000,1.5,0.0893563327787394
2099.7893671225115,10000,1.5,0.0880922775700208
